Water Type,Date,Year,Month,Location,Latitude,Longitude,"Carbon, Organic, Dissolved as C :- {DOC}",pH,Nitrate as N,"Oxygen, Dissolved as O2",text
RIVER / RUNNING SURFACE WATER,2003-06,2003,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.195,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.195           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2003-07,2003,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,8.4,0.195,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           8.4           , Nitrate as N = 0.195           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2003-08,2003,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2003-09,2003,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2003-10,2003,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.6,0.195,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.6           , Nitrate as N = 0.195           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2003-12,2003,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,9.0,0.215,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           9.0           , Nitrate as N = 0.215           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-01,2004,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.235,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.235           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-02,2004,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.9,0.335,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.9           , Nitrate as N = 0.335           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-03,2004,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.9,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.9           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-04,2004,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-05,2004,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-06,2004,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-07,2004,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,8.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           8.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-07,2004,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.9,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.9           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-08,2004,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.8,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.8           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-08,2004,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.0,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-09,2004,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.1,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-09,2004,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.75,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.75           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-10,2004,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.25,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.25           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-10,2004,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.800000000000001,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.800000000000001           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-11,2004,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.533333333333332,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.533333333333332           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-11,2004,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.8,0.286,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.8           , Nitrate as N = 0.286           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-12,2004,12,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2004-12,2004,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-01,2005,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.5,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-01,2005,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.8,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-02,2005,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.4,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.4           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-02,2005,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.7,0.233,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.7           , Nitrate as N = 0.233           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-03,2005,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-03,2005,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,6.8,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           6.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-04,2005,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-04,2005,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.2,0.206,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.2           , Nitrate as N = 0.206           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-05,2005,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,8.1,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           8.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-05,2005,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.7,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.7           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-06,2005,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,8.1,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           8.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-06,2005,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.8,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-07,2005,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-07,2005,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.8,0.196,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-09,2005,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.2,8.2,0.0,0.0,"Dissolved Organic Carbon Content = 10.2           , pH =           8.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-09,2005,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.9,7.6,0.196,0.0,"Dissolved Organic Carbon Content = 16.9           , pH =           7.6           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-10,2005,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.5,7.4,0.0,0.0,"Dissolved Organic Carbon Content = 12.5           , pH =           7.4           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-10,2005,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.0,6.3,0.266,0.0,"Dissolved Organic Carbon Content = 12.0           , pH =           6.3           , Nitrate as N = 0.266           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-11,2005,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.4,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 11.4           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-11,2005,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,19.4,7.4,0.196,0.0,"Dissolved Organic Carbon Content = 19.4           , pH =           7.4           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2005-12,2005,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.226,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.226           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-01,2006,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.1,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 11.1           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-01,2006,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,15.2,7.4,0.326,0.0,"Dissolved Organic Carbon Content = 15.2           , pH =           7.4           , Nitrate as N = 0.326           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-02,2006,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.4,7.2,0.0,0.0,"Dissolved Organic Carbon Content = 11.4           , pH =           7.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-02,2006,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,13.2,7.0,0.326,0.0,"Dissolved Organic Carbon Content = 13.2           , pH =           7.0           , Nitrate as N = 0.326           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-03,2006,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.0,7.3,0.0,0.0,"Dissolved Organic Carbon Content = 10.0           , pH =           7.3           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-03,2006,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.4,6.7,0.266,0.0,"Dissolved Organic Carbon Content = 11.4           , pH =           6.7           , Nitrate as N = 0.266           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-05,2006,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,13.5,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 13.5           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-05,2006,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.9,7.3,0.196,0.0,"Dissolved Organic Carbon Content = 16.9           , pH =           7.3           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-06,2006,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,15.6,8.3,0.196,0.0,"Dissolved Organic Carbon Content = 15.6           , pH =           8.3           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-07,2006,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,15.75,8.850000000000001,0.0,0.0,"Dissolved Organic Carbon Content = 15.75           , pH =           8.850000000000001           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-07,2006,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.1,9.2,0.196,0.0,"Dissolved Organic Carbon Content = 14.1           , pH =           9.2           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-08,2006,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,16.0,8.6,0.0,0.0,"Dissolved Organic Carbon Content = 16.0           , pH =           8.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-08,2006,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.6,8.5,0.196,0.0,"Dissolved Organic Carbon Content = 16.6           , pH =           8.5           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-09,2006,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.87,8.3,0.0,0.0,"Dissolved Organic Carbon Content = 9.87           , pH =           8.3           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-09,2006,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.4,7.9,0.196,0.0,"Dissolved Organic Carbon Content = 12.4           , pH =           7.9           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-10,2006,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.6,8.0,0.0,0.0,"Dissolved Organic Carbon Content = 9.6           , pH =           8.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-10,2006,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.8,7.4,0.286,0.0,"Dissolved Organic Carbon Content = 16.8           , pH =           7.4           , Nitrate as N = 0.286           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2006-11,2006,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,22.9,7.0,0.29300000000000004,11.2,"Dissolved Organic Carbon Content = 22.9           , pH =           7.0           , Nitrate as N = 0.29300000000000004           , Dissolved Oxygen as O2 = 11.2"
RIVER / RUNNING SURFACE WATER,2006-12,2006,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,25.0,6.3,0.396,0.0,"Dissolved Organic Carbon Content = 25.0           , pH =           6.3           , Nitrate as N = 0.396           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-01,2007,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.75,7.1,0.345,12.3,"Dissolved Organic Carbon Content = 9.75           , pH =           7.1           , Nitrate as N = 0.345           , Dissolved Oxygen as O2 = 12.3"
RIVER / RUNNING SURFACE WATER,2007-01,2007,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.7,6.5,0.346,0.0,"Dissolved Organic Carbon Content = 12.7           , pH =           6.5           , Nitrate as N = 0.346           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-01,2007,1,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.5,3.51,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.5           , Nitrate as N = 3.51           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-02,2007,2,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.633333333333334,3.783333333333333,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.633333333333334           , Nitrate as N = 3.783333333333333           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-03,2007,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.235,7.5,0.256,12.75,"Dissolved Organic Carbon Content = 10.235           , pH =           7.5           , Nitrate as N = 0.256           , Dissolved Oxygen as O2 = 12.75"
RIVER / RUNNING SURFACE WATER,2007-03,2007,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.05,7.0,0.196,11.15,"Dissolved Organic Carbon Content = 11.05           , pH =           7.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 11.15"
RIVER / RUNNING SURFACE WATER,2007-03,2007,3,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.7,3.1399999999999997,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.7           , Nitrate as N = 3.1399999999999997           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-04,2007,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.03,8.1,0.196,9.23,"Dissolved Organic Carbon Content = 8.03           , pH =           8.1           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 9.23"
RIVER / RUNNING SURFACE WATER,2007-04,2007,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.9,7.8,0.196,10.1,"Dissolved Organic Carbon Content = 10.9           , pH =           7.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 10.1"
RIVER / RUNNING SURFACE WATER,2007-04,2007,4,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.8500000000000005,2.5250000000000004,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.8500000000000005           , Nitrate as N = 2.5250000000000004           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-05,2007,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.08,7.8,0.196,9.44,"Dissolved Organic Carbon Content = 8.08           , pH =           7.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 9.44"
RIVER / RUNNING SURFACE WATER,2007-05,2007,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.3,7.8,0.196,10.8,"Dissolved Organic Carbon Content = 10.3           , pH =           7.8           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 10.8"
RIVER / RUNNING SURFACE WATER,2007-05,2007,5,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.9,1.9040000000000004,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.9           , Nitrate as N = 1.9040000000000004           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-06,2007,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.12,7.6,0.196,7.39,"Dissolved Organic Carbon Content = 8.12           , pH =           7.6           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 7.39"
RIVER / RUNNING SURFACE WATER,2007-06,2007,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.9,7.3,0.196,7.83,"Dissolved Organic Carbon Content = 11.9           , pH =           7.3           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 7.83"
RIVER / RUNNING SURFACE WATER,2007-06,2007,6,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.766666666666667,1.9266666666666665,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.766666666666667           , Nitrate as N = 1.9266666666666665           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-07,2007,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-07,2007,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,21.0,6.4,0.196,8.49,"Dissolved Organic Carbon Content = 21.0           , pH =           6.4           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 8.49"
RIVER / RUNNING SURFACE WATER,2007-07,2007,7,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.6,1.964,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.6           , Nitrate as N = 1.964           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-08,2007,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.6,7.3,0.196,6.28,"Dissolved Organic Carbon Content = 12.6           , pH =           7.3           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 6.28"
RIVER / RUNNING SURFACE WATER,2007-08,2007,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,18.8,7.5,0.196,6.75,"Dissolved Organic Carbon Content = 18.8           , pH =           7.5           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 6.75"
RIVER / RUNNING SURFACE WATER,2007-08,2007,8,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.8,1.669,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.8           , Nitrate as N = 1.669           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-09,2007,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-09,2007,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-09,2007,9,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.766666666666667,2.085,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           7.766666666666667           , Nitrate as N = 2.085           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2007-10,2007,10,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.85,2.1449999999999996,10.45,"Dissolved Organic Carbon Content = 0.0           , pH =           7.85           , Nitrate as N = 2.1449999999999996           , Dissolved Oxygen as O2 = 10.45"
RIVER / RUNNING SURFACE WATER,2007-11,2007,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.805,7.605,0.196,11.165,"Dissolved Organic Carbon Content = 8.805           , pH =           7.605           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 11.165"
RIVER / RUNNING SURFACE WATER,2007-11,2007,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.45,7.595000000000001,0.201,11.185,"Dissolved Organic Carbon Content = 14.45           , pH =           7.595000000000001           , Nitrate as N = 0.201           , Dissolved Oxygen as O2 = 11.185"
RIVER / RUNNING SURFACE WATER,2007-11,2007,11,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,7.6,2.3975,11.35,"Dissolved Organic Carbon Content = 0.0           , pH =           7.6           , Nitrate as N = 2.3975           , Dissolved Oxygen as O2 = 11.35"
